short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
J. Obrian,Jáder Rafael Obrian Arias,"RM, RW, LM",68,68,1200000,5000,30,7,2026,Colombia,,Right,1,87,64,69,59,62,36,3729,128,8,75,60,60,80,55
S. Dweh,Sampson Kargeoh Dweh Jr.,CB,75,79,7000000,18000,23,40,2027,Liberia,,Right,1,73,34,68,62,76,75,3730,280,99,70,75,65,65,45
Edélcio Maranhesi,Edélcio Martins Cardozo Maranhesi,"CAM, CM",68,68,1200000,10000,29,17,2028,Brazil,,Right,1,68,62,69,62,57,33,3731,158,9,70,55,55,75,55
M. Niang,M'Baye Hamady Niang,ST,69,69,1400000,11000,30,29,2027,Senegal,,Right,1,71,70,67,65,67,31,3732,198,11,70,55,65,75,65
U. Güneş,Umut Güneş,"CDM, CM, CAM",69,74,1900000,9000,25,20,2028,Türkiye,,Left,1,63,51,66,63,66,64,3733,200,11,70,60,55,65,45
R. Pröpper,Robin Pröpper,CB,73,73,2100000,13000,31,3,2029,Netherlands,,Right,1,46,51,55,60,76,74,3734,112,6,80,50,75,75,55
A. Katranis,Alexandros KatranisΑλέξανδρος Κατράνης,"LB, LM",66,67,900000,3000,27,98,2025,Greece,,Left,1,72,49,65,60,66,62,3735,149,8,75,60,70,65,50
Tomás Esteves,Tomás do Lago Pontes Esteves,"RB, LB",67,74,1900000,4000,23,19,2026,Portugal,,Right,1,77,48,66,62,64,62,3736,74,4,70,65,65,65,45
A. Al Obud,Abdulrahman Ali Hassan Al Aboudعبد الرحمن علي حسان العبود,"RM, LM, RW",70,70,1500000,22000,30,24,2026,Saudi Arabia,,Right,1,88,63,72,59,59,45,3737,177,10,80,60,75,80,55
Y. Engelhardt,Yannik Engelhardt,"CDM, CM",70,75,2200000,34000,24,6,2026,Germany,,Right,1,65,46,64,64,69,68,3738,46,3,65,70,50,70,50
T. Fukui,Taichi Fukui福井 太智,"CM, CAM, CDM",69,82,3300000,4000,20,21,2028,Japan,,Right,1,76,52,75,68,46,55,3739,208,12,60,65,45,65,45
D. Edelman,Daniel Ethan Edelman,"CDM, CM, CB",67,77,2200000,3000,22,75,2027,United States,,Right,1,70,48,64,60,68,66,3740,145,8,70,65,65,65,45
J. Ngando,Jean-Claude Ngando Mbende,"CM, CDM",64,68,800000,2000,25,26,2025,Cameroon,,Right,1,74,50,74,64,62,57,3741,156,8,70,60,55,65,45
Diogo Prioste,Diogo Ferreira Prioste,CM,66,79,2100000,5000,21,86,2029,Portugal,,Right,1,64,60,67,62,62,57,3742,210,12,60,70,45,70,45
A. Anselmino,Aarón Anselmino,CB,70,82,3600000,35000,20,28,2026,Argentina,,Right,1,67,45,63,62,72,70,3743,45,3,65,75,60,75,50
V. Loturi,Victor Lokai Loturi,"CDM, CM",63,69,700000,2000,24,22,2026,Canada,,Right,1,71,54,66,60,65,59,3744,135,8,65,70,50,70,50
N. Collins,Pharrell Nnamdi Collins,"CB, RB, RM",74,84,9000000,18000,21,34,2030,Germany,26,Right,1,86,30,68,64,76,73,3745,47,3,65,75,60,75,50
Mardial Cunha,Mardial Sidney Cunha Sousa,CB,74,74,4099999,17000,25,3,2028,Brazil,,Right,1,74,41,53,60,66,77,3746,164,9,75,60,70,65,50
J. Lucumí,Jhon Janer Lucumí Bonilla,CB,76,78,8000000,40000,27,26,2026,Colombia,,Left,1,65,38,61,62,78,77,3747,60,4,75,70,70,65,50
J. Niehues,Julian Niehues,"CDM, CM",69,75,2000000,13000,24,16,2027,Germany,,Right,1,56,54,64,60,78,68,3748,50,3,65,70,50,70,50
Pablo Felipe,Pablo Felipe Pereira de Jesus,"ST, RM, RW",70,80,3600000,6000,21,9,2029,Brazil,,Right,1,71,68,68,63,69,30,3749,216,12,55,65,50,65,55
D. Wright,Drey Jermaine Wright,"RB, RM, RW",63,63,425000,2000,30,7,2027,England,,Right,1,79,56,63,59,64,55,3750,117,7,80,55,75,75,55
A. Marqués,Alejandro José Marqués Méndez,ST,72,75,3200000,9000,24,9,2026,Venezuela,,Right,1,69,72,72,60,65,36,3751,214,12,60,65,55,65,60
R. Nzingoula,Rabby Nzingoula,"CDM, CM",69,77,2800000,15000,19,41,2027,France,,Right,1,68,49,66,56,73,68,3752,95,5,60,70,45,70,45
S. Scheperman,Sem Scheperman,"CDM, CAM, CM",65,72,1300000,3000,23,32,2029,Netherlands,,Left,1,57,59,64,62,75,60,3753,105,6,65,70,50,70,45
Kike Barja,Enrique Barja Alfonso,"RM, LM, LW, RW",74,74,4200000,28000,28,11,2026,Spain,,Right,1,74,66,74,69,58,35,3754,32,2,65,55,60,75,70
I. Ogbu,Igoh Ogbu,CB,75,78,6500000,24000,25,5,2026,Nigeria,,Right,1,76,39,60,55,82,73,3755,278,99,75,75,70,70,50
J. Rosales,Joseph Yerimid Rosales Erazo,"LB, LM, CM",67,73,1500000,3000,24,8,2027,Honduras,,Left,1,79,44,67,60,65,62,3756,141,8,70,70,65,70,50
G. Diarra,Gaoussou Diarra,"LW, RW, LM",72,83,5500000,11000,22,27,2029,Mali,,Right,1,83,71,74,63,57,29,3757,100,6,65,70,50,70,45
E. Ferguson,Evan Ferguson,ST,73,82,6500000,47000,20,11,2026,Republic of Ireland,9,Right,1,66,75,71,60,71,20,3758,75,4,55,70,50,70,55
E. Eneli,"Chukwuemeka Somto ""Emeka"" Eneli",CDM,70,75,2100000,5000,25,14,2028,United States,,Right,1,70,47,66,65,61,68,3759,149,8,70,60,55,65,45
D. Vida,Domagoj Vida,CB,74,74,750000,18000,36,21,2026,Croatia,,Right,1,61,41,57,59,76,76,3760,270,99,80,50,75,75,65
V. Olatunji,Victor Oluyemi Olatunji,ST,73,76,4099999,8000,25,17,2028,Nigeria,,Right,1,77,70,67,57,81,24,3761,149,8,65,60,60,65,60
Alex Forés,Álex Forés Mendoza,ST,71,78,3800000,21000,24,19,2026,Spain,,Right,1,71,73,67,56,62,37,3762,36,2,60,70,55,70,60
Y. El Kachati,Youssef El Kachati,ST,69,74,2100000,6000,25,34,2028,Morocco,,Right,1,89,71,70,58,56,30,3763,107,6,65,65,60,70,60
Unai Hernández,Unai Hernández Lorenzo,"LM, CM, CAM, LW",66,84,2200000,9000,20,7,2026,Spain,,Right,1,80,59,70,58,57,48,3764,185,10,60,65,45,65,45
Otávio,Otávio Ataíde da Silva,CB,75,81,8000000,33000,23,6,2030,Brazil,,Left,1,73,42,62,53,79,75,3765,92,5,70,80,65,70,45
Emerson Avintes,Emerson Maicon Avintes Reis,"CAM, RM, CM",70,70,1600000,9000,29,26,2028,Brazil,,Right,1,57,70,71,71,60,24,3766,169,9,70,60,55,80,55
Cristian Lodeira,Cristian Enzo Lodeira Araujo,"ST, RW",70,70,1600000,9000,29,11,2028,Brazil,,Right,1,78,69,76,58,52,29,3767,170,9,65,55,60,75,70
A. Fayzullaev,Abbosbek Fayzullaev,"CAM, CM",65,77,1800000,4000,21,11,2030,Uzbekistan,,Right,1,65,62,66,67,53,48,3768,200,11,60,65,45,65,45
D. Douline,David Marc Michel Douline,"CDM, CM",68,68,800000,7000,32,28,2026,France,,Right,1,43,58,66,62,71,67,3769,263,99,75,50,60,75,65
B. Tuiloma,Bill Poni Tuiloma,"CB, RB",65,65,575000,3000,30,6,2025,New Zealand,,Right,1,60,52,56,63,73,63,3770,129,8,80,55,75,75,55
Y. Taha,Younes Taha El Idrissiيونس طه الادريسي,"RM, LM, CAM, RW",67,77,2300000,6000,22,10,2026,Morocco,,Left,1,72,65,70,63,50,37,3771,103,6,65,65,50,65,45
L. Vušković,Luka Vušković,CB,72,87,5000000,34000,18,44,2026,Croatia,19,Right,1,58,59,58,57,77,70,3772,49,3,65,65,60,65,50
N. Nartey,Noah Teye Nartey,CM,67,82,2400000,5000,19,35,2027,Denmark,,Right,1,68,60,68,63,64,56,3773,265,99,60,65,45,65,45
S. Mitrović,Stefan MitrovićСтефан Митровић,"LM, RM, LW",68,77,2700000,5000,22,22,2026,Serbia,,Right,1,76,69,71,61,64,35,3774,99,6,65,75,50,75,45
Antony,Antony Alves Santos,"LM, RM, LW",71,75,2700000,5000,23,11,2026,Brazil,,Right,1,89,59,72,64,57,40,3775,148,8,65,65,50,65,45
M. Widell,Melker Widell,CM,66,75,1900000,9000,23,7,2029,Sweden,,Right,1,72,58,67,63,64,54,3776,245,13,65,65,50,65,45
O. Ülgün,Oğulcan Ülgün,"CM, CDM, CAM",65,65,750000,6000,27,35,2027,Türkiye,,Right,1,65,53,63,63,67,60,3777,198,11,70,60,55,65,45
A. Čolak,Antonio-Mirko Čolak,ST,69,69,1200000,7000,31,14,2027,Croatia,,Right,1,66,69,68,57,75,34,3778,274,99,70,50,65,75,65
A. Hazazi,Ali Abdullah Hazaziعلي عبدالله هزازي,"CM, CDM, CB",66,66,700000,12000,31,11,2027,Saudi Arabia,,Left,1,63,47,69,63,73,62,3779,183,10,80,50,75,75,55
C. Smalling,Christopher Lloyd Smalling,CB,80,80,5500000,25000,35,5,2026,England,,Right,3,45,47,59,57,77,83,3780,174,10,85,65,85,75,65
I. Brnić,Ivan Brnić,"LM, LW, LB",69,75,2200000,9000,23,77,2027,Croatia,,Right,1,76,60,73,64,52,48,3781,200,11,70,65,65,65,45
Ângelo,Ângelo Gabriel Borges Damaceno,"RM, LM, RW",73,82,6500000,22000,20,20,2029,Brazil,,Left,1,84,60,80,69,54,30,3782,181,10,60,65,45,65,45
E. Guerrero,Eduardo Antonio Guerrero Locano,ST,69,72,1900000,12000,25,39,2029,Panama,,Right,1,75,68,73,65,66,21,3783,281,99,65,60,60,65,60
R. Le Normand,Robin Le Normand,CB,83,85,36500000,86000,28,24,2029,Spain,3,Right,3,65,28,63,59,80,84,3784,23,2,80,70,80,75,55
A. Disasi,Axel Arthur Disasi,"CB, RB, RM",77,78,10500000,89000,27,2,2029,France,,Right,2,56,48,58,60,79,77,3785,7,1,75,80,75,75,50
M. Bruns,Max Bruns,CB,69,78,2900000,7000,22,38,2026,Netherlands,,Right,1,66,43,62,61,69,70,3786,112,6,70,65,65,65,45
S. Sešlar,Svit Sešlar,"CAM, CM",63,71,1100000,4000,23,99,2027,Slovenia,,Left,1,72,52,63,63,66,55,3787,193,11,65,65,50,65,45
Gusinho Marquenho,Gustavo Rafael Marquenho Gomes,"CAM, ST, CM",72,72,2600000,17000,25,8,2028,Brazil,,Left,1,77,65,72,68,61,33,3788,166,9,70,65,55,70,45
J. Gallagher,Jon Gallagher,"RB, LB, LM, RM",65,65,625000,3000,29,17,2026,Republic of Ireland,,Right,1,78,58,64,61,61,55,3789,128,8,75,60,70,80,60
P. Miller,Peyton Miller,"LB, LM",62,76,875000,950,17,25,2027,United States,,Left,1,75,56,66,60,56,57,3790,143,8,65,65,60,65,50
H. Tombakti,Hassan Mohammed Tambaktiحسان محمد تمبكتي,CB,72,77,3100000,25000,26,87,2027,Saudi Arabia,,Right,1,83,35,64,57,74,73,3791,176,10,75,60,70,65,50
Robert,Robert Vinicius Rodrigues Silva,"LM, LW",69,80,3100000,9000,20,16,2029,Brazil,,Right,1,84,62,73,62,59,30,3792,266,99,65,70,60,70,50
M. Golding,Michael Heinz Golding,"CAM, LM, CM",62,79,1000000,7000,19,34,2028,England,,Right,1,66,57,64,63,60,57,3793,233,13,60,70,45,70,45
J. Lopez,Julien Yves Rémi Lopez Baila,"CAM, LM, ST, CM",67,67,625000,18000,33,20,2026,Algeria,,Right,1,70,64,69,65,48,42,3794,92,5,75,55,60,80,65
B. Zivzivadze,Budu Zivzivadzeბუდუ ზივზივაძე,ST,72,72,2000000,24000,31,11,2029,Georgia,,Right,1,64,71,66,58,72,35,3795,50,3,70,55,65,80,65
H. Bahebri,Hattan Sultan Ahmed Bahebriهتان سلطان أحمد باهبري,"LW, RM, LM",63,63,375000,5000,32,11,2029,Saudi Arabia,,Right,1,69,63,65,60,67,46,3796,179,10,75,55,60,80,65
Dinis Pinto,Dinis Lourenço Casals Namura Borges Pinto,"RB, RM",69,74,2000000,6000,24,76,2027,Portugal,,Right,1,75,42,66,61,59,66,3797,217,12,70,65,65,65,50
Guto Milazar,Guto Ramón Milazar Coimbra,"LB, LM",72,72,2100000,21000,29,30,2028,Brazil,,Left,1,73,40,64,61,58,70,3798,162,9,75,55,70,75,60
J. Nonge,Joseph Nonge Boende,"CM, CAM, CDM",64,77,1400000,5000,20,98,2028,Belgium,,Right,1,63,48,69,64,57,62,3799,205,11,60,65,45,65,45
J. Medić,Jakov Medić,CB,70,73,1800000,19000,26,5,2028,Croatia,,Right,1,64,52,58,59,83,67,3800,236,13,75,65,70,70,50
A. Godoy,Aníbal Casis Godoy Lemus,"CM, CDM",70,70,650000,4000,35,20,2025,Panama,,Left,1,43,56,67,65,75,64,3801,151,8,75,50,60,75,65
M. Moore,Mikey Steven Danny Moore,"LW, LM",72,86,5500000,33000,17,47,2026,England,,Right,1,76,66,74,68,54,35,3802,125,7,65,65,60,65,40
I. Angulo,Iván Darío Angulo Cortés,"LM, LW, RM",69,70,1600000,5000,26,77,2025,Colombia,,Right,1,86,60,71,61,53,40,3803,146,8,75,65,70,70,50
J. Ramírez,Jesús Andrés Ramírez Díaz,ST,69,70,1600000,6000,27,9,2027,Venezuela,,Right,1,78,68,66,58,68,35,3804,218,12,65,60,60,65,60
S. Surridge,Samuel William Surridge,ST,74,75,5000000,9000,26,9,2026,England,,Right,1,64,76,70,56,72,28,3805,142,8,65,60,60,65,60
Bae Jun Ho,Jun-ho Bae배준호,"LM, CAM, LW",71,80,4200000,17000,21,10,2027,Korea Republic,,Right,1,74,61,73,69,55,36,3806,244,13,60,65,45,65,45
Claudio Mouria,Claudio Igor Mouria Silva,"CAM, CM",67,67,1000000,8000,29,18,2028,Brazil,,Right,1,63,68,70,66,64,31,3807,158,9,70,55,55,75,55
S. Kalajdžić,Saša Kalajdžić,ST,74,74,4600000,54000,27,10,2026,Austria,,Right,1,50,72,68,67,64,45,3808,249,99,65,60,60,65,60
D. Agyei,Daniel Ebenezer Kwasi Agyei,"ST, RM, LM, RW",65,65,725000,9000,28,7,2027,England,,Left,1,87,62,66,53,73,36,3809,205,11,65,55,60,75,70
C. Lang,Christoph Lang,"RM, CAM, RW",66,71,1300000,6000,23,27,2027,Austria,,Right,1,82,65,67,61,63,33,3810,249,99,65,65,50,65,45
B. Gannon-Doak,Ben Gannon Doak,"RM, RW",71,85,4400000,27000,19,11,2030,Scotland,17,Right,1,89,61,75,63,60,28,3811,3,1,65,65,60,65,40
A. Hassan,Ahmed Hassan Mahgoubأحمد حسن محجوب,ST,72,72,1900000,24000,32,19,2029,Egypt,,Right,1,51,73,67,56,76,30,3812,172,10,70,50,65,75,75
Pol Valentín,Pol Valentín Sancho,"RB, RM",67,67,925000,8000,28,2,2028,Spain,,Right,1,89,39,70,58,68,58,3813,239,13,75,55,70,75,60
Jadson Castrelo,Jadson José Castrelo Rios,"CDM, CM",68,68,1000000,9000,29,77,2028,Brazil,,Right,1,52,51,63,57,78,66,3814,163,9,70,55,55,75,55
A. Bangura,Alex Bangura,"LB, LM",69,72,1700000,16000,25,24,2027,Sierra Leone,,Left,1,93,37,68,55,76,60,3815,234,13,75,65,70,70,50
M. Al Shanqeeti,Muhannad Mustafa Al Shanqeetiمهند مصطفى الشنقيطي,"RB, LB, RM",70,73,1900000,20000,26,13,2029,Saudi Arabia,,Right,1,82,42,66,62,69,64,3816,177,10,75,65,70,70,50
S. Yamada,Shin Yamada,"ST, RW, RM",69,74,2100000,26000,25,18,2029,Japan,,Right,1,81,68,63,49,72,30,3817,116,7,65,65,60,70,60
Y. Nader,Yahia Nader Mostafa Sherif,"CDM, CM",70,73,1900000,15000,26,6,2026,United Arab Emirates,,Right,1,59,49,61,60,77,67,3818,171,10,70,65,55,70,45
L. Cabrera,Leandro Daniel Cabrera Sasía,"CB, LB",75,75,1800000,21000,34,6,2026,Uruguay,,Left,1,49,45,54,58,79,76,3819,27,2,80,65,75,80,65
C. Dessers,Cyriel Kolawole Dessers,ST,73,73,3000000,21000,30,33,2028,Nigeria,,Right,1,72,74,67,55,75,28,3820,269,99,70,60,65,80,65
P. Stroud,Peter Forrest Stroud,"CDM, CM, RM",66,73,1600000,3000,23,8,2025,United States,,Right,1,74,42,65,61,62,63,3821,145,8,65,65,50,65,45
Alex Doneiro,Alex Charles Doneiro Gomes,"CAM, ST, CM",66,66,950000,5000,25,19,2028,Brazil,,Left,1,64,71,69,58,57,28,3822,170,9,70,60,55,65,45
H. Dotson,Hassani Dotson Stephenson,"CM, CDM, CB",66,66,900000,3000,27,31,2025,United States,,Right,1,65,61,65,60,67,65,3823,141,8,75,65,70,70,50
M. Ljubičić,Marin Ljubičić,"ST, RW, RM",71,79,4200000,20000,23,27,2027,Croatia,,Right,1,72,71,72,58,74,24,3824,44,3,60,75,55,75,55
T. Hübers,Timo Bernd Hübers,CB,73,74,2900000,20000,28,4,2026,Germany,,Right,1,72,40,58,56,77,73,3825,52,3,75,55,70,75,60
C. Volpato,Cristian Volpato,"RW, RM",69,78,3100000,9000,21,7,2028,Italy,,Left,1,72,67,71,66,60,37,3826,76,4,65,65,60,65,40
N. Vesterlund,Niklas Brøndsted Vesterlund Nielsen,"RB, RM",67,70,1200000,5000,26,23,2027,Denmark,,Right,1,74,52,62,57,74,62,3827,113,6,75,65,70,70,50
A. Smakaj,Art Smakaj,"CDM, CM",66,74,1800000,5000,22,5,2028,Kosovo,,Right,1,67,53,61,59,66,66,3828,249,99,65,65,50,65,45
R. Petretta,Raoul Petretta,"LB, CB, LM",67,67,925000,4000,28,28,2025,Italy,,Left,1,77,36,67,61,71,62,3829,155,8,75,60,70,80,60
K. Bowie,Kieron Tom Bowie,"ST, RM, RW, CAM",64,73,1300000,2000,22,9,2028,Scotland,24,Left,1,73,63,62,58,78,40,3830,121,7,65,65,50,65,45
N. Lebreton,Noé Lebreton,"CM, CDM",65,75,1600000,2000,21,20,2029,France,,Right,1,67,54,68,63,61,62,3831,107,6,60,70,45,70,45
I. Osman,Osman Ibrahim Abrahim,"LM, RM, LW",72,84,5500000,38000,20,23,2026,Ghana,,Right,1,90,64,76,62,57,28,3832,80,5,55,70,50,70,55
M. Diambou,Mamady Diambou,"CDM, CM",66,75,1800000,6000,22,15,2028,Mali,,Right,1,74,52,67,60,66,62,3833,250,99,65,65,50,65,45
S. Alvero,Skelly Alvero,"CDM, CM",68,76,2500000,10000,23,28,2028,France,,Right,1,56,52,67,62,79,64,3834,57,3,65,65,50,65,45
A. Buksa,Adam Buksa,ST,73,73,3100000,17000,28,18,2029,Poland,16,Left,1,60,74,67,56,77,32,3835,78,4,65,60,60,80,70
Ángel Ortiz,Ángel Ortiz Monterrey,"RB, RM",68,81,2800000,9000,20,40,2029,Spain,,Right,1,72,48,68,64,60,63,3836,34,2,65,65,60,65,50
M. Benita,Mimeirhel Obispo Benita,"RB, LB, RM",64,78,1400000,2000,21,2,2028,Netherlands,,Right,1,79,55,69,54,65,57,3837,105,6,65,70,60,70,50
E. Cashin,Eiran Joe Cashin,CB,73,79,4400000,47000,23,41,2026,Republic of Ireland,,Left,1,58,44,60,57,81,71,3838,225,13,70,70,65,70,45
J. Gower,Jimi Gower,"CM, CAM, CDM",66,80,2100000,3000,20,30,2028,England,,Right,1,67,52,67,66,57,55,3839,217,12,60,65,45,65,45
T. Begić,Tjaš Begić,"CM, CAM",65,73,1600000,5000,22,19,2027,Slovenia,,Right,1,79,61,69,64,54,44,3840,73,4,65,65,50,65,45
L. Vázquez,Luis Ismael Vázquez,ST,69,74,2100000,14000,24,20,2028,Argentina,,Right,1,69,68,67,59,76,34,3841,260,99,60,70,55,70,60
E. Boateng,Emmanuel Agyenim Boateng,"LM, RM, LW",65,65,600000,3000,31,24,2025,Ghana,,Left,1,89,61,67,60,62,41,3842,151,8,75,50,60,75,55
K. Dyer,Kiano Dyer,"CM, CDM",63,83,1300000,14000,18,33,2026,England,,Right,1,72,50,68,63,56,60,3843,114,6,60,75,45,75,45
S. Sabelli,Stefano Sabelli,"RB, RM",71,71,1300000,15000,32,20,2026,Italy,,Right,1,70,39,63,60,63,68,3844,65,4,80,55,75,80,65
J. Adamu,Chukwubuike Junior Adamu,ST,71,76,2900000,17000,24,20,2029,Austria,,Right,1,77,70,70,54,68,25,3845,48,3,60,70,55,70,60
W. Goes,Wouter Goes,CB,77,85,22000000,15000,21,3,2028,Netherlands,,Right,1,63,32,66,57,80,77,3846,98,6,65,75,60,65,50
M. Suleymanov,Magomed-Shapi SuleymanovСулейманов Магомед-Шапи Камильевич,"RM, CAM, RW",69,72,1800000,5000,25,93,2026,Russia,,Left,1,74,68,72,64,53,31,3847,154,8,70,60,55,65,45
D. Gassama,Djeidi Gassama,"LM, RM, LW",71,80,4200000,24000,21,23,2029,France,,Right,1,83,64,76,61,62,26,3848,125,7,60,65,45,65,45
S. Pavlović,Strahinja PavlovićСтрахиња Павловић,CB,76,83,14000000,33000,24,31,2028,Serbia,,Left,1,70,43,64,51,83,75,3849,71,4,70,85,65,75,50
M. Qasem,Mohammed Qasem Hamza Al Shuraimi Al Nakhliمحمد قاسم,"LB, LM",61,61,275000,6000,30,24,2027,Saudi Arabia,,Left,1,74,56,64,55,71,55,3850,183,10,80,55,75,75,55
N. Tolo,Nouhou Tolo,"LB, CB, LM",71,71,1700000,6000,28,5,2025,Cameroon,,Left,1,84,36,61,53,80,68,3851,153,8,75,60,70,80,60
T. Noslin,Tyrese Noslin,"RM, RB, LM, RW",66,73,1700000,3000,22,11,2027,Curacao,,Left,1,81,54,65,59,67,59,3852,111,6,70,65,65,65,45
P. Lienhart,Philipp Lienhart,CB,79,80,16500000,34000,28,3,2028,Austria,,Right,2,67,28,64,59,78,81,3853,48,3,75,70,75,80,60
K. Høgh,Kasper Waarts Thenza Høgh,ST,69,75,2200000,5000,24,9,2029,Denmark,,Right,1,78,67,65,54,74,30,3854,273,99,60,65,55,65,60
Adrián Liso,Adrián Liso Lahoz,"LM, ST, LW",69,85,3700000,5000,20,23,2026,Spain,,Left,1,80,68,70,61,71,31,3855,28,2,55,65,50,65,55
M. Fernández Benítez,Martín Fernández Benítez,"CAM, CM, LM",67,75,2300000,5000,22,32,2026,Uruguay,,Left,1,73,63,67,66,51,46,3856,216,12,65,65,50,65,45
H. Hassan,Haissem Hassan,"RM, RW",72,79,4700000,19000,23,10,2027,France,,Left,1,91,63,79,61,57,26,3857,36,2,70,70,65,70,45
G. Yalçın,Güven Yalçın,"ST, RM, LM, CAM",70,73,2100000,10000,26,10,2028,Türkiye,,Right,1,75,73,71,61,62,23,3858,189,11,70,60,55,65,45
José Fontán,José Manuel Fontán Mondragón,"CB, LB",70,74,2000000,5000,25,3,2027,Spain,,Left,1,63,45,63,61,73,70,3859,208,12,75,60,70,65,50
Carlos Martín,Carlos Martín Domínguez,"ST, LM, CAM",70,78,3600000,29000,23,12,2029,Spain,,Right,1,74,71,70,60,62,28,3860,23,2,65,65,50,65,45
O. Bjørtuft,Odin Lurås Bjørtuft,CB,70,74,2000000,5000,26,4,2028,Norway,,Right,1,62,37,61,60,74,69,3861,273,99,75,60,70,65,50
Filipe Relvas,Filipe do Bem Relvas Vitó Oliveira,"CB, LB",73,76,3600000,20000,25,44,2029,Portugal,,Left,1,64,41,58,61,76,73,3862,270,99,75,60,70,65,50
Rhaldney,Rhaldney Simião Gomes,"CDM, CM",68,71,1400000,7000,26,6,2028,Brazil,,Right,1,64,46,61,62,73,65,3863,199,11,70,60,55,65,45
Brau,Miguel Ángel Brau Blánquez,"LB, LM",68,74,1800000,16000,23,33,2029,Spain,,Left,1,71,49,66,62,62,64,3864,229,13,70,65,65,65,45
Guilherme Montóia,Guilherme Manuel Serrão Montóia,"LB, LM",65,72,1400000,2000,21,21,2026,Portugal,,Left,1,72,45,68,60,67,58,3865,211,12,65,70,60,70,50
P. Masini,Patrizio Masini,"CM, CDM",65,69,1000000,6000,24,73,2028,Italy,,Right,1,68,56,65,61,58,62,3866,65,4,65,70,50,70,50
T. Keskinen,Topi Keskinen,"RM, LM, RW",67,74,2100000,4000,22,81,2028,Finland,21,Right,1,83,63,68,61,57,39,3867,115,7,65,65,50,65,45
K. Fisher,Kellen Fisher,"RB, LB, RM, RW",69,77,3000000,12000,21,35,2028,England,,Right,1,73,43,65,59,71,66,3868,236,13,65,70,60,70,50
M. Demiral,Merih Demiral,CB,78,81,16000000,40000,27,28,2026,Türkiye,,Right,1,73,39,61,49,81,79,3869,171,10,75,75,70,70,50
Z. Sanusi,Zaidu Sanusi,"LB, LM",72,72,2100000,10000,28,12,2027,Nigeria,,Left,1,85,37,63,55,67,71,3870,219,12,75,60,70,80,60
K. Mets,Karol Mets,CB,70,70,1000000,14000,32,3,2026,Estonia,,Left,1,65,48,59,57,79,69,3871,55,3,80,55,75,80,65
J. Edwards,Joshua Edwards,"LB, LM",65,69,925000,4000,25,16,2028,Scotland,,Left,1,73,53,60,58,69,61,3872,228,13,75,60,70,65,50
J. Soler,Julio César Soler Barreto,"LB, LM",68,79,2500000,19000,20,6,2029,Argentina,,Left,1,75,46,67,60,60,65,3873,3,1,65,65,60,65,50
K. Jørgensen,Kasper Poul Mølgaard Jørgensen,"RB, RM",66,70,1100000,6000,25,20,2025,Denmark,,Right,1,80,45,63,56,73,59,3874,249,99,75,60,70,65,50
N. Fortini,Niccolò Fortini,"LM, LB",67,80,2400000,12000,19,29,2027,Italy,,Right,1,71,55,69,62,63,56,3875,64,4,65,65,60,65,50
H. Wingo,Henry Wingo,"RB, CB, RM",64,64,525000,2000,29,2,2026,United States,,Right,1,72,46,60,58,70,62,3876,155,8,75,60,70,80,60
Luis Guilherme,Luis Guilherme Lira dos Santos,"RM, LM, CAM, RW",71,84,4400000,26000,19,17,2029,Brazil,,Left,1,76,62,75,64,58,33,3877,19,1,60,70,45,70,45
L. Koleosho,Luca Warrick Daeovie Koleosho,"LM, RM, LW",72,82,5000000,27000,20,16,2026,Italy,,Right,1,91,63,74,63,51,30,3878,27,2,60,70,45,70,45
J. Ceesay,Jesper Ismaila Ceesay,"CM, CDM",66,74,1900000,5000,23,23,2028,Gambia,,Right,1,68,54,64,63,69,63,3879,190,11,65,70,50,70,45
Iván Azón,Iván Azón Monzón,ST,69,78,3200000,34000,22,31,2026,Spain,,Right,1,74,68,62,53,80,38,3880,232,13,60,70,55,70,55
J. McGhee,Jordan McGhee,"RB, CB",66,66,775000,3000,28,6,2027,Scotland,,Right,1,56,54,58,58,71,66,3881,124,7,75,55,70,75,60
Gustavo Pastinho,Gustavo Patrick Pastor Pombo,"ST, RM",67,67,1000000,11000,29,19,2028,Brazil,,Right,1,81,69,73,54,66,33,3882,166,9,65,60,60,80,70
L. Costa,Logan Evans Costa,CB,77,84,19500000,30000,24,2,2030,Cabo Verde,,Right,1,60,40,67,59,78,77,3883,40,2,70,75,65,65,50
Cho Young Wook,Young-wook Cho조영욱,"ST, LW, RM, LM",63,65,600000,3000,26,9,2028,Korea Republic,,Right,1,79,63,66,57,68,28,3884,275,99,65,60,60,65,60
J. Quansah,Jarell Amorin Quansah,CB,75,83,12000000,46000,22,4,2030,England,,Right,1,70,34,68,59,75,74,3885,43,3,70,75,65,65,45
L. Grgić,Lukas Grgić,"CDM, CM",68,68,1000000,9000,29,8,2026,Austria,,Left,1,67,44,62,60,82,65,3886,251,99,70,55,55,75,55
J. Aude,Julián Ezequiel Aude Bernardi,LB,67,75,2200000,3000,22,3,2027,Argentina,,Left,1,72,46,73,63,62,62,3887,139,8,70,70,65,70,45
